ID	Locale	Value	"Scientific Notation"
723	co_FR	10,230,000	false
724	co_FR	1.23123456789099E2	true
725	co_FR	123.123	false
726	cs_CZ	1E3	true
727	cs_CZ	1 000	false
728	cs_CZ	-2E3	true
729	cs_CZ	-2 000	false
730	cs_CZ	3,98E2	true
731	cs_CZ	398	false
732	cs_CZ	4E-2	true
733	cs_CZ	0,04	false
734	cs_CZ	-5E-1	true
735	cs_CZ	-0,5	false
736	cs_CZ	6E-1	true
737	cs_CZ	0,6	false
738	cs_CZ	-7E-1	true
739	cs_CZ	-0,7	false
740	cs_CZ	8E10	true
741	cs_CZ	80 000 000 000	false
742	cs_CZ	-9,3456E-2	true
743	cs_CZ	-0,093	false
744	cs_CZ	1,023E7	true
745	cs_CZ	10 230 000	false
746	cs_CZ	1,23123456789099E2	true
747	cs_CZ	123,123	false
748	cy_GB	1E3	true
749	cy_GB	1,000	false
750	cy_GB	-2E3	true
751	cy_GB	-2,000	false
752	cy_GB	3.98E2	true
753	cy_GB	398	false
754	cy_GB	4E-2	true
755	cy_GB	0.04	false
756	cy_GB	-5E-1	true
757	cy_GB	-0.5	false
758	cy_GB	6E-1	true
759	cy_GB	0.6	false
760	cy_GB	-7E-1	true
761	cy_GB	-0.7	false
762	cy_GB	8E10	true
763	cy_GB	80,000,000,000	false
764	cy_GB	-9.3456E-2	true
765	cy_GB	-0.093	false
766	cy_GB	1.023E7	true
767	cy_GB	10,230,000	false
768	cy_GB	1.23123456789099E2	true
769	cy_GB	123.123	false
770	da_DK	1E3	true
771	da_DK	1.000	false
772	da_DK	-2E3	true
773	da_DK	-2.000	false
774	da_DK	3,98E2	true
775	da_DK	398	false
776	da_DK	4E-2	true
777	da_DK	0,04	false
778	da_DK	-5E-1	true
779	da_DK	-0,5	false
780	da_DK	6E-1	true
781	da_DK	0,6	false
782	da_DK	-7E-1	true
783	da_DK	-0,7	false
784	da_DK	8E10	true
785	da_DK	80.000.000.000	false
786	da_DK	-9,3456E-2	true
787	da_DK	-0,093	false
788	da_DK	1,023E7	true
789	da_DK	10.230.000	false
790	da_DK	1,23123456789099E2	true
791	da_DK	123,123	false
792	de_AT	1E3	true
793	de_AT	1.000	false
794	de_AT	-2E3	true
795	de_AT	-2.000	false
796	de_AT	3,98E2	true
797	de_AT	398	false
798	de_AT	4E-2	true
799	de_AT	0,04	false
800	de_AT	-5E-1	true
801	de_AT	-0,5	false
802	de_AT	6E-1	true
803	de_AT	0,6	false
804	de_AT	-7E-1	true
805	de_AT	-0,7	false
806	de_AT	8E10	true
807	de_AT	80.000.000.000	false
808	de_AT	-9,3456E-2	true
809	de_AT	-0,093	false
810	de_AT	1,023E7	true
811	de_AT	10.230.000	false
812	de_AT	1,23123456789099E2	true
813	de_AT	123,123	false
814	de_CH	1E3	true
815	de_CH	1'000	false
816	de_CH	-2E3	true
817	de_CH	-2'000	false
818	de_CH	3.98E2	true
819	de_CH	398	false
820	de_CH	4E-2	true
821	de_CH	0.04	false
822	de_CH	-5E-1	true
823	de_CH	-0.5	false
824	de_CH	6E-1	true
825	de_CH	0.6	false
826	de_CH	-7E-1	true
827	de_CH	-0.7	false
828	de_CH	8E10	true
829	de_CH	80'000'000'000	false
830	de_CH	-9.3456E-2	true
831	de_CH	-0.093	false
832	de_CH	1.023E7	true
833	de_CH	10'230'000	false
834	de_CH	1.23123456789099E2	true
835	de_CH	123.123	false
836	de_DE	1E3	true
837	de_DE	1.000	false
838	de_DE	-2E3	true
839	de_DE	-2.000	false
840	de_DE	3,98E2	true
841	de_DE	398	false
842	de_DE	4E-2	true
843	de_DE	0,04	false
844	de_DE	-5E-1	true
845	de_DE	-0,5	false
846	de_DE	6E-1	true
847	de_DE	0,6	false
848	de_DE	-7E-1	true
849	de_DE	-0,7	false
850	de_DE	8E10	true
851	de_DE	80.000.000.000	false
852	de_DE	-9,3456E-2	true
853	de_DE	-0,093	false
854	de_DE	1,023E7	true
855	de_DE	10.230.000	false
856	de_DE	1,23123456789099E2	true
857	de_DE	123,123	false
858	de_LI	1E3	true
859	de_LI	1'000	false
860	de_LI	-2E3	true
861	de_LI	-2'000	false
862	de_LI	3.98E2	true
863	de_LI	398	false
864	de_LI	4E-2	true
865	de_LI	0.04	false
866	de_LI	-5E-1	true
867	de_LI	-0.5	false
868	de_LI	6E-1	true
869	de_LI	0.6	false
870	de_LI	-7E-1	true
871	de_LI	-0.7	false
872	de_LI	8E10	true
873	de_LI	80'000'000'000	false
874	de_LI	-9.3456E-2	true
875	de_LI	-0.093	false
876	de_LI	1.023E7	true
877	de_LI	10'230'000	false
878	de_LI	1.23123456789099E2	true
879	de_LI	123.123	false
880	de_LU	1E3	true
881	de_LU	1.000	false
882	de_LU	-2E3	true
883	de_LU	-2.000	false
884	de_LU	3,98E2	true
885	de_LU	398	false
886	de_LU	4E-2	true
887	de_LU	0,04	false
888	de_LU	-5E-1	true
889	de_LU	-0,5	false
890	de_LU	6E-1	true
891	de_LU	0,6	false
892	de_LU	-7E-1	true
893	de_LU	-0,7	false
894	de_LU	8E10	true
895	de_LU	80.000.000.000	false
896	de_LU	-9,3456E-2	true
897	de_LU	-0,093	false
898	de_LU	1,023E7	true
899	de_LU	10.230.000	false
900	de_LU	1,23123456789099E2	true
901	de_LU	123,123	false
902	dsb_DE	1E3	true
903	dsb_DE	1,000	false
904	dsb_DE	-2E3	true
905	dsb_DE	-2,000	false
906	dsb_DE	3.98E2	true
907	dsb_DE	398	false
908	dsb_DE	4E-2	true
909	dsb_DE	0.04	false
910	dsb_DE	-5E-1	true
911	dsb_DE	-0.5	false
912	dsb_DE	6E-1	true
913	dsb_DE	0.6	false
914	dsb_DE	-7E-1	true
915	dsb_DE	-0.7	false
916	dsb_DE	8E10	true
917	dsb_DE	80,000,000,000	false
918	dsb_DE	-9.3456E-2	true
919	dsb_DE	-0.093	false
920	dsb_DE	1.023E7	true
921	dsb_DE	10,230,000	false
922	dsb_DE	1.23123456789099E2	true
923	dsb_DE	123.123	false
924	dv_MV	1E3	true
925	dv_MV	1,000	false
926	dv_MV	-2E3	true
927	dv_MV	-2,000	false
928	dv_MV	3.98E2	true
929	dv_MV	398	false
930	dv_MV	4E-2	true
931	dv_MV	0.04	false
932	dv_MV	-5E-1	true
933	dv_MV	-0.5	false
934	dv_MV	6E-1	true
935	dv_MV	0.6	false
936	dv_MV	-7E-1	true
937	dv_MV	-0.7	false
938	dv_MV	8E10	true
939	dv_MV	80,000,000,000	false
940	dv_MV	-9.3456E-2	true
941	dv_MV	-0.093	false
942	dv_MV	1.023E7	true
943	dv_MV	10,230,000	false
944	dv_MV	1.23123456789099E2	true
945	dv_MV	123.123	false
946	el_GR	1e3	true
947	el_GR	1.000	false
948	el_GR	-2e3	true
949	el_GR	-2.000	false
950	el_GR	3,98e2	true
951	el_GR	398	false
952	el_GR	4e-2	true
953	el_GR	0,04	false
954	el_GR	-5e-1	true
955	el_GR	-0,5	false
956	el_GR	6e-1	true
957	el_GR	0,6	false
958	el_GR	-7e-1	true
959	el_GR	-0,7	false
960	el_GR	8e10	true
961	el_GR	80.000.000.000	false
962	el_GR	-9,3456e-2	true
963	el_GR	-0,093	false
964	el_GR	1,023e7	true
965	el_GR	10.230.000	false
966	el_GR	1,23123456789099e2	true
967	el_GR	123,123	false
968	en_029	1E3	true
969	en_029	1,000	false
970	en_029	-2E3	true
971	en_029	-2,000	false
972	en_029	3.98E2	true
973	en_029	398	false
974	en_029	4E-2	true
975	en_029	0.04	false
976	en_029	-5E-1	true
977	en_029	-0.5	false
978	en_029	6E-1	true
979	en_029	0.6	false
980	en_029	-7E-1	true
981	en_029	-0.7	false
982	en_029	8E10	true
983	en_029	80,000,000,000	false
984	en_029	-9.3456E-2	true
985	en_029	-0.093	false
986	en_029	1.023E7	true
987	en_029	10,230,000	false
988	en_029	1.23123456789099E2	true
989	en_029	123.123	false
990	en_AU	1E3	true
991	en_AU	1,000	false
992	en_AU	-2E3	true
993	en_AU	-2,000	false
994	en_AU	3.98E2	true
995	en_AU	398	false
996	en_AU	4E-2	true
997	en_AU	0.04	false
998	en_AU	-5E-1	true
999	en_AU	-0.5	false
1000	en_AU	6E-1	true
1001	en_AU	0.6	false
1002	en_AU	-7E-1	true
1003	en_AU	-0.7	false
1004	en_AU	8E10	true
1005	en_AU	80,000,000,000	false
1006	en_AU	-9.3456E-2	true
1007	en_AU	-0.093	false
1008	en_AU	1.023E7	true
1009	en_AU	10,230,000	false
1010	en_AU	1.23123456789099E2	true
1011	en_AU	123.123	false
1012	en_BZ	1E3	true
1013	en_BZ	1,000	false
1014	en_BZ	-2E3	true
1015	en_BZ	-2,000	false
1016	en_BZ	3.98E2	true
1017	en_BZ	398	false
1018	en_BZ	4E-2	true
1019	en_BZ	0.04	false
1020	en_BZ	-5E-1	true
1021	en_BZ	-0.5	false
1022	en_BZ	6E-1	true
1023	en_BZ	0.6	false
1024	en_BZ	-7E-1	true
1025	en_BZ	-0.7	false
1026	en_BZ	8E10	true
1027	en_BZ	80,000,000,000	false
1028	en_BZ	-9.3456E-2	true
1029	en_BZ	-0.093	false
1030	en_BZ	1.023E7	true
1031	en_BZ	10,230,000	false
1032	en_BZ	1.23123456789099E2	true
1033	en_BZ	123.123	false
1034	en_CA	1E3	true
1035	en_CA	1,000	false
1036	en_CA	-2E3	true
1037	en_CA	-2,000	false
1038	en_CA	3.98E2	true
1039	en_CA	398	false
1040	en_CA	4E-2	true
1041	en_CA	0.04	false
1042	en_CA	-5E-1	true
1043	en_CA	-0.5	false
1044	en_CA	6E-1	true
1045	en_CA	0.6	false
1046	en_CA	-7E-1	true
1047	en_CA	-0.7	false
1048	en_CA	8E10	true
1049	en_CA	80,000,000,000	false
1050	en_CA	-9.3456E-2	true
1051	en_CA	-0.093	false
1052	en_CA	1.023E7	true
1053	en_CA	10,230,000	false
1054	en_CA	1.23123456789099E2	true
1055	en_CA	123.123	false
1056	en_GB	1E3	true
1057	en_GB	1,000	false
1058	en_GB	-2E3	true
1059	en_GB	-2,000	false
1060	en_GB	3.98E2	true
1061	en_GB	398	false
1062	en_GB	4E-2	true
1063	en_GB	0.04	false
1064	en_GB	-5E-1	true
1065	en_GB	-0.5	false
1066	en_GB	6E-1	true
1067	en_GB	0.6	false
1068	en_GB	-7E-1	true
1069	en_GB	-0.7	false
1070	en_GB	8E10	true
1071	en_GB	80,000,000,000	false
1072	en_GB	-9.3456E-2	true
1073	en_GB	-0.093	false
1074	en_GB	1.023E7	true
1075	en_GB	10,230,000	false
1076	en_GB	1.23123456789099E2	true
1077	en_GB	123.123	false
1078	en_IE	1E3	true
1079	en_IE	1,000	false
1080	en_IE	-2E3	true
1081	en_IE	-2,000	false
1082	en_IE	3.98E2	true
1083	en_IE	398	false
1084	en_IE	4E-2	true
1085	en_IE	0.04	false
1086	en_IE	-5E-1	true
1087	en_IE	-0.5	false
1088	en_IE	6E-1	true
1089	en_IE	0.6	false
1090	en_IE	-7E-1	true
1091	en_IE	-0.7	false
1092	en_IE	8E10	true
1093	en_IE	80,000,000,000	false
1094	en_IE	-9.3456E-2	true
1095	en_IE	-0.093	false
1096	en_IE	1.023E7	true
1097	en_IE	10,230,000	false
1098	en_IE	1.23123456789099E2	true
1099	en_IE	123.123	false
1100	en_IN	1E3	true
1101	en_IN	1,000	false
1102	en_IN	-2E3	true
1103	en_IN	-2,000	false
1104	en_IN	3.98E2	true
1105	en_IN	398	false
1106	en_IN	4E-2	true
1107	en_IN	0.04	false
1108	en_IN	-5E-1	true
1109	en_IN	-0.5	false
1110	en_IN	6E-1	true
1111	en_IN	0.6	false
1112	en_IN	-7E-1	true
1113	en_IN	-0.7	false
1114	en_IN	8E10	true
1115	en_IN	80,00,00,00,000	false
1116	en_IN	-9.3456E-2	true
1117	en_IN	-0.093	false
1118	en_IN	1.023E7	true
1119	en_IN	1,02,30,000	false
1120	en_IN	1.23123456789099E2	true
1121	en_IN	123.123	false
1122	en_JM	1E3	true
1123	en_JM	1,000	false
1124	en_JM	-2E3	true
1125	en_JM	-2,000	false
1126	en_JM	3.98E2	true
1127	en_JM	398	false
1128	en_JM	4E-2	true
1129	en_JM	0.04	false
1130	en_JM	-5E-1	true
1131	en_JM	-0.5	false
1132	en_JM	6E-1	true
1133	en_JM	0.6	false
1134	en_JM	-7E-1	true
1135	en_JM	-0.7	false
1136	en_JM	8E10	true
1137	en_JM	80,000,000,000	false
1138	en_JM	-9.3456E-2	true
1139	en_JM	-0.093	false
1140	en_JM	1.023E7	true
1141	en_JM	10,230,000	false
1142	en_JM	1.23123456789099E2	true
1143	en_JM	123.123	false
1144	en_MY	1E3	true
1145	en_MY	1,000	false
1146	en_MY	-2E3	true
1147	en_MY	-2,000	false
1148	en_MY	3.98E2	true
1149	en_MY	398	false
1150	en_MY	4E-2	true
1151	en_MY	0.04	false
1152	en_MY	-5E-1	true
1153	en_MY	-0.5	false
1154	en_MY	6E-1	true
1155	en_MY	0.6	false
1156	en_MY	-7E-1	true
1157	en_MY	-0.7	false
1158	en_MY	8E10	true
1159	en_MY	80,000,000,000	false
1160	en_MY	-9.3456E-2	true
1161	en_MY	-0.093	false
1162	en_MY	1.023E7	true
1163	en_MY	10,230,000	false
1164	en_MY	1.23123456789099E2	true
1165	en_MY	123.123	false
1166	en_NZ	1E3	true
1167	en_NZ	1,000	false
1168	en_NZ	-2E3	true
1169	en_NZ	-2,000	false
1170	en_NZ	3.98E2	true
1171	en_NZ	398	false
1172	en_NZ	4E-2	true
1173	en_NZ	0.04	false
1174	en_NZ	-5E-1	true
1175	en_NZ	-0.5	false
1176	en_NZ	6E-1	true
1177	en_NZ	0.6	false
1178	en_NZ	-7E-1	true
1179	en_NZ	-0.7	false
1180	en_NZ	8E10	true
1181	en_NZ	80,000,000,000	false
1182	en_NZ	-9.3456E-2	true
1183	en_NZ	-0.093	false
1184	en_NZ	1.023E7	true
1185	en_NZ	10,230,000	false
1186	en_NZ	1.23123456789099E2	true
1187	en_NZ	123.123	false
1188	en_PH	1E3	true
1189	en_PH	1,000	false
1190	en_PH	-2E3	true
1191	en_PH	-2,000	false
1192	en_PH	3.98E2	true
1193	en_PH	398	false
1194	en_PH	4E-2	true
1195	en_PH	0.04	false
1196	en_PH	-5E-1	true
1197	en_PH	-0.5	false
1198	en_PH	6E-1	true
1199	en_PH	0.6	false
1200	en_PH	-7E-1	true
1201	en_PH	-0.7	false
1202	en_PH	8E10	true
1203	en_PH	80,000,000,000	false
1204	en_PH	-9.3456E-2	true
1205	en_PH	-0.093	false
1206	en_PH	1.023E7	true
1207	en_PH	10,230,000	false
1208	en_PH	1.23123456789099E2	true
1209	en_PH	123.123	false
1210	en_SG	1E3	true
1211	en_SG	1,000	false
1212	en_SG	-2E3	true
1213	en_SG	-2,000	false
1214	en_SG	3.98E2	true
1215	en_SG	398	false
1216	en_SG	4E-2	true
1217	en_SG	0.04	false
1218	en_SG	-5E-1	true
1219	en_SG	-0.5	false
1220	en_SG	6E-1	true
1221	en_SG	0.6	false
1222	en_SG	-7E-1	true
1223	en_SG	-0.7	false
1224	en_SG	8E10	true
1225	en_SG	80,000,000,000	false
1226	en_SG	-9.3456E-2	true
1227	en_SG	-0.093	false
1228	en_SG	1.023E7	true
1229	en_SG	10,230,000	false
1230	en_SG	1.23123456789099E2	true
1231	en_SG	123.123	false
1232	en_TT	1E3	true
1233	en_TT	1,000	false
1234	en_TT	-2E3	true
1235	en_TT	-2,000	false
1236	en_TT	3.98E2	true
1237	en_TT	398	false
1238	en_TT	4E-2	true
1239	en_TT	0.04	false
1240	en_TT	-5E-1	true
1241	en_TT	-0.5	false
1242	en_TT	6E-1	true
1243	en_TT	0.6	false
1244	en_TT	-7E-1	true
1245	en_TT	-0.7	false
1246	en_TT	8E10	true
1247	en_TT	80,000,000,000	false
1248	en_TT	-9.3456E-2	true
1249	en_TT	-0.093	false
1250	en_TT	1.023E7	true
1251	en_TT	10,230,000	false
1252	en_TT	1.23123456789099E2	true
1253	en_TT	123.123	false
1254	en_US	1E3	true
1255	en_US	1,000	false
1256	en_US	-2E3	true
1257	en_US	-2,000	false
1258	en_US	3.98E2	true
1259	en_US	398	false
1260	en_US	4E-2	true
1261	en_US	0.04	false
1262	en_US	-5E-1	true
1263	en_US	-0.5	false
1264	en_US	6E-1	true
1265	en_US	0.6	false
1266	en_US	-7E-1	true
1267	en_US	-0.7	false
1268	en_US	8E10	true
1269	en_US	80,000,000,000	false
1270	en_US	-9.3456E-2	true
1271	en_US	-0.093	false
1272	en_US	1.023E7	true
1273	en_US	10,230,000	false
1274	en_US	1.23123456789099E2	true
1275	en_US	123.123	false
1276	en_ZA	1E3	true
1277	en_ZA	1 000	false
1278	en_ZA	-2E3	true
1279	en_ZA	-2 000	false
1280	en_ZA	3,98E2	true
1281	en_ZA	398	false
1282	en_ZA	4E-2	true
1283	en_ZA	0,04	false
1284	en_ZA	-5E-1	true
1285	en_ZA	-0,5	false
1286	en_ZA	6E-1	true
1287	en_ZA	0,6	false
1288	en_ZA	-7E-1	true
1289	en_ZA	-0,7	false
1290	en_ZA	8E10	true
1291	en_ZA	80 000 000 000	false
1292	en_ZA	-9,3456E-2	true
1293	en_ZA	-0,093	false
1294	en_ZA	1,023E7	true
1295	en_ZA	10 230 000	false
1296	en_ZA	1,23123456789099E2	true
1297	en_ZA	123,123	false
1298	en_ZW	1E3	true
1299	en_ZW	1,000	false
1300	en_ZW	-2E3	true
1301	en_ZW	-2,000	false
1302	en_ZW	3.98E2	true
1303	en_ZW	398	false
1304	en_ZW	4E-2	true
1305	en_ZW	0.04	false
1306	en_ZW	-5E-1	true
1307	en_ZW	-0.5	false
1308	en_ZW	6E-1	true
1309	en_ZW	0.6	false
1310	en_ZW	-7E-1	true
1311	en_ZW	-0.7	false
1312	en_ZW	8E10	true
1313	en_ZW	80,000,000,000	false
1314	en_ZW	-9.3456E-2	true
1315	en_ZW	-0.093	false
1316	en_ZW	1.023E7	true
1317	en_ZW	10,230,000	false
1318	en_ZW	1.23123456789099E2	true
1319	en_ZW	123.123	false
1320	es_AR	1E3	true
1321	es_AR	1.000	false
1322	es_AR	-2E3	true
1323	es_AR	-2.000	false
1324	es_AR	3,98E2	true
1325	es_AR	398	false
1326	es_AR	4E-2	true
1327	es_AR	0,04	false
1328	es_AR	-5E-1	true
1329	es_AR	-0,5	false
1330	es_AR	6E-1	true
1331	es_AR	0,6	false
1332	es_AR	-7E-1	true
1333	es_AR	-0,7	false
1334	es_AR	8E10	true
1335	es_AR	80.000.000.000	false
1336	es_AR	-9,3456E-2	true
1337	es_AR	-0,093	false
1338	es_AR	1,023E7	true
1339	es_AR	10.230.000	false
1340	es_AR	1,23123456789099E2	true
1341	es_AR	123,123	false
1342	es_BO	1E3	true
1343	es_BO	1.000	false
1344	es_BO	-2E3	true
1345	es_BO	-2.000	false
1346	es_BO	3,98E2	true
1347	es_BO	398	false
1348	es_BO	4E-2	true
1349	es_BO	0,04	false
1350	es_BO	-5E-1	true
1351	es_BO	-0,5	false
1352	es_BO	6E-1	true
1353	es_BO	0,6	false
1354	es_BO	-7E-1	true
1355	es_BO	-0,7	false
1356	es_BO	8E10	true
1357	es_BO	80.000.000.000	false
1358	es_BO	-9,3456E-2	true
1359	es_BO	-0,093	false
1360	es_BO	1,023E7	true
1361	es_BO	10.230.000	false
1362	es_BO	1,23123456789099E2	true
1363	es_BO	123,123	false
1364	es_CL	1E3	true
1365	es_CL	1.000	false
1366	es_CL	-2E3	true
1367	es_CL	-2.000	false
1368	es_CL	3,98E2	true
1369	es_CL	398	false
1370	es_CL	4E-2	true
1371	es_CL	0,04	false
1372	es_CL	-5E-1	true
1373	es_CL	-0,5	false
1374	es_CL	6E-1	true
1375	es_CL	0,6	false
1376	es_CL	-7E-1	true
1377	es_CL	-0,7	false
1378	es_CL	8E10	true
1379	es_CL	80.000.000.000	false
1380	es_CL	-9,3456E-2	true
1381	es_CL	-0,093	false
1382	es_CL	1,023E7	true
1383	es_CL	10.230.000	false
1384	es_CL	1,23123456789099E2	true
1385	es_CL	123,123	false
1386	es_CO	1E3	true
1387	es_CO	1.000	false
1388	es_CO	-2E3	true
1389	es_CO	-2.000	false
1390	es_CO	3,98E2	true
1391	es_CO	398	false
1392	es_CO	4E-2	true
1393	es_CO	0,04	false
1394	es_CO	-5E-1	true
1395	es_CO	-0,5	false
1396	es_CO	6E-1	true
1397	es_CO	0,6	false
1398	es_CO	-7E-1	true
1399	es_CO	-0,7	false
1400	es_CO	8E10	true
1401	es_CO	80.000.000.000	false
1402	es_CO	-9,3456E-2	true
1403	es_CO	-0,093	false
1404	es_CO	1,023E7	true
1405	es_CO	10.230.000	false
1406	es_CO	1,23123456789099E2	true
1407	es_CO	123,123	false
1408	es_CR	1E3	true
1409	es_CR	1.000	false
1410	es_CR	-2E3	true
1411	es_CR	-2.000	false
1412	es_CR	3,98E2	true
1413	es_CR	398	false
1414	es_CR	4E-2	true
1415	es_CR	0,04	false
1416	es_CR	-5E-1	true
1417	es_CR	-0,5	false
1418	es_CR	6E-1	true
1419	es_CR	0,6	false
1420	es_CR	-7E-1	true
1421	es_CR	-0,7	false
1422	es_CR	8E10	true
1423	es_CR	80.000.000.000	false
1424	es_CR	-9,3456E-2	true
1425	es_CR	-0,093	false
1426	es_CR	1,023E7	true
1427	es_CR	10.230.000	false
1428	es_CR	1,23123456789099E2	true
1429	es_CR	123,123	false
1430	es_DO	1E3	true
1431	es_DO	1,000	false
1432	es_DO	-2E3	true
1433	es_DO	-2,000	false
1434	es_DO	3.98E2	true
1435	es_DO	398	false
1436	es_DO	4E-2	true
1437	es_DO	0.04	false
1438	es_DO	-5E-1	true
1439	es_DO	-0.5	false
1440	es_DO	6E-1	true
1441	es_DO	0.6	false
1442	es_DO	-7E-1	true
1443	es_DO	-0.7	false
1444	es_DO	8E10	true
1445	es_DO	80,000,000,000	false
1446	es_DO	-9.3456E-2	true
1447	es_DO	-0.093	false
1448	es_DO	1.023E7	true
1449	es_DO	10,230,000	false
1450	es_DO	1.23123456789099E2	true
1451	es_DO	123.123	false
1452	es_EC	1E3	true
1453	es_EC	1.000	false
1454	es_EC	-2E3	true
1455	es_EC	-2.000	false
1456	es_EC	3,98E2	true
1457	es_EC	398	false
1458	es_EC	4E-2	true
1459	es_EC	0,04	false
1460	es_EC	-5E-1	true
1461	es_EC	-0,5	false
1462	es_EC	6E-1	true
1463	es_EC	0,6	false
1464	es_EC	-7E-1	true
1465	es_EC	-0,7	false
1466	es_EC	8E10	true
1467	es_EC	80.000.000.000	false
1468	es_EC	-9,3456E-2	true
1469	es_EC	-0,093	false
1470	es_EC	1,023E7	true
1471	es_EC	10.230.000	false
1472	es_EC	1,23123456789099E2	true
1473	es_EC	123,123	false
1474	es_ES	1E3	true
1475	es_ES	1 000	false
1476	es_ES	-2E3	true
1477	es_ES	-2 000	false
1478	es_ES	3,98E2	true
1479	es_ES	398	false
1480	es_ES	4E-2	true
1481	es_ES	0,04	false
1482	es_ES	-5E-1	true
1483	es_ES	-0,5	false
1484	es_ES	6E-1	true
1485	es_ES	0,6	false
1486	es_ES	-7E-1	true
1487	es_ES	-0,7	false
1488	es_ES	8E10	true
1489	es_ES	80 000 000 000	false
1490	es_ES	-9,3456E-2	true
1491	es_ES	-0,093	false
1492	es_ES	1,023E7	true
1493	es_ES	10 230 000	false
1494	es_ES	1,23123456789099E2	true
1495	es_ES	123,123	false
1496	es_GT	1E3	true
1497	es_GT	1,000	false
1498	es_GT	-2E3	true
1499	es_GT	-2,000	false
1500	es_GT	3.98E2	true
1501	es_GT	398	false
1502	es_GT	4E-2	true
1503	es_GT	0.04	false
1504	es_GT	-5E-1	true
1505	es_GT	-0.5	false
1506	es_GT	6E-1	true
1507	es_GT	0.6	false
1508	es_GT	-7E-1	true
1509	es_GT	-0.7	false
1510	es_GT	8E10	true
1511	es_GT	80,000,000,000	false
1512	es_GT	-9.3456E-2	true
1513	es_GT	-0.093	false
1514	es_GT	1.023E7	true
1515	es_GT	10,230,000	false
1516	es_GT	1.23123456789099E2	true
1517	es_GT	123.123	false
1518	es_HN	1E3	true
1519	es_HN	1,000	false
1520	es_HN	-2E3	true
1521	es_HN	-2,000	false
1522	es_HN	3.98E2	true
1523	es_HN	398	false
1524	es_HN	4E-2	true
1525	es_HN	0.04	false
1526	es_HN	-5E-1	true
1527	es_HN	-0.5	false
1528	es_HN	6E-1	true
1529	es_HN	0.6	false
1530	es_HN	-7E-1	true
1531	es_HN	-0.7	false
1532	es_HN	8E10	true
1533	es_HN	80,000,000,000	false
1534	es_HN	-9.3456E-2	true
1535	es_HN	-0.093	false
1536	es_HN	1.023E7	true
1537	es_HN	10,230,000	false
1538	es_HN	1.23123456789099E2	true
1539	es_HN	123.123	false
1540	es_MX	1E3	true
1541	es_MX	1,000	false
1542	es_MX	-2E3	true
1543	es_MX	-2,000	false
1544	es_MX	3.98E2	true
1545	es_MX	398	false
1546	es_MX	4E-2	true
1547	es_MX	0.04	false
1548	es_MX	-5E-1	true
1549	es_MX	-0.5	false
1550	es_MX	6E-1	true
1551	es_MX	0.6	false
1552	es_MX	-7E-1	true
1553	es_MX	-0.7	false
1554	es_MX	8E10	true
1555	es_MX	80,000,000,000	false
1556	es_MX	-9.3456E-2	true
1557	es_MX	-0.093	false
1558	es_MX	1.023E7	true
1559	es_MX	10,230,000	false
1560	es_MX	1.23123456789099E2	true
1561	es_MX	123.123	false
1562	es_NI	1E3	true
1563	es_NI	1,000	false
1564	es_NI	-2E3	true
1565	es_NI	-2,000	false
1566	es_NI	3.98E2	true
1567	es_NI	398	false
1568	es_NI	4E-2	true
1569	es_NI	0.04	false
1570	es_NI	-5E-1	true
1571	es_NI	-0.5	false
1572	es_NI	6E-1	true
1573	es_NI	0.6	false
1574	es_NI	-7E-1	true
1575	es_NI	-0.7	false
1576	es_NI	8E10	true
1577	es_NI	80,000,000,000	false
1578	es_NI	-9.3456E-2	true
1579	es_NI	-0.093	false
1580	es_NI	1.023E7	true
1581	es_NI	10,230,000	false
1582	es_NI	1.23123456789099E2	true
1583	es_NI	123.123	false
1584	es_PA	1E3	true
1585	es_PA	1,000	false
1586	es_PA	-2E3	true
1587	es_PA	-2,000	false
1588	es_PA	3.98E2	true
1589	es_PA	398	false
1590	es_PA	4E-2	true
1591	es_PA	0.04	false
1592	es_PA	-5E-1	true
1593	es_PA	-0.5	false
1594	es_PA	6E-1	true
1595	es_PA	0.6	false
1596	es_PA	-7E-1	true
1597	es_PA	-0.7	false
1598	es_PA	8E10	true
1599	es_PA	80,000,000,000	false
1600	es_PA	-9.3456E-2	true
1601	es_PA	-0.093	false
1602	es_PA	1.023E7	true
1603	es_PA	10,230,000	false
1604	es_PA	1.23123456789099E2	true
1605	es_PA	123.123	false
1606	es_PE	1E3	true
1607	es_PE	1,000	false
1608	es_PE	-2E3	true
1609	es_PE	-2,000	false
1610	es_PE	3.98E2	true
1611	es_PE	398	false
1612	es_PE	4E-2	true
1613	es_PE	0.04	false
1614	es_PE	-5E-1	true
1615	es_PE	-0.5	false
1616	es_PE	6E-1	true
1617	es_PE	0.6	false
1618	es_PE	-7E-1	true
1619	es_PE	-0.7	false
1620	es_PE	8E10	true
1621	es_PE	80,000,000,000	false
1622	es_PE	-9.3456E-2	true
1623	es_PE	-0.093	false
1624	es_PE	1.023E7	true
1625	es_PE	10,230,000	false
1626	es_PE	1.23123456789099E2	true
1627	es_PE	123.123	false
1628	es_PR	1E3	true
1629	es_PR	1,000	false
1630	es_PR	-2E3	true
1631	es_PR	-2,000	false
1632	es_PR	3.98E2	true
1633	es_PR	398	false
1634	es_PR	4E-2	true
1635	es_PR	0.04	false
1636	es_PR	-5E-1	true
1637	es_PR	-0.5	false
1638	es_PR	6E-1	true
