ID	Locale	"Fraction digits check"	"Currency symbol check"	Currency	"Uncurrency filter result"	Filtered
10598	en_MY	Y	N	1,000.00	1000	Y
10599	en_MY	Y	Y	1E3	1E3	N
10600	en_MY	Y	N	1E3	1E3	N
10601	en_MY	Y	Y	MYR1E3	MYR1E3	N
10602	en_MY	Y	N	MYR1E3	MYR1E3	N
10603	en_MY	Y	Y	MYR1,234.6	MYR1,234.6	N
10604	en_MY	Y	N	MYR1,234.6	MYR1,234.6	N
10605	en_MY	N	N	MYR1,234.6	1234.6	Y
10606	en_MY	N	Y	MYR1,234.6	1234.6	Y
10607	en_MY	Y	Y	1,234.6	1,234.6	N
10608	en_MY	Y	N	1,234.6	1,234.6	N
10609	en_MY	N	N	1,234.6	1234.6	Y
10610	en_MY	N	Y	1,234.6	1,234.6	N
10611	en_MY	Y	Y	MYR1,234.610	MYR1,234.610	N
10612	en_MY	Y	N	MYR1,234.610	MYR1,234.610	N
10613	en_MY	N	N	MYR1,234.610	1234.61	Y
10614	en_MY	N	Y	MYR1,234.610	1234.61	Y
10615	en_MY	Y	Y	1,234.610	1,234.610	N
10616	en_MY	Y	N	1,234.610	1,234.610	N
10617	en_MY	N	N	1,234.610	1234.61	Y
10618	en_MY	N	Y	1,234.610	1,234.610	N
10619	en_MY	Y	Y	MYR1,234.61	1234.61	Y
10620	en_MY	Y	Y	MYR1234.61	1234.61	Y
10621	en_MY	Y	Y	MYR1,234.61	1234.61	Y
10622	en_MY	Y	Y	MYR1234.61	1234.61	Y
10623	en_MY	Y	Y	MYR1234.61S	MYR1234.61S	N
10624	en_MY	Y	Y	1,234.61	1,234.61	N
10625	en_MY	Y	N	1,234.61	1234.61	Y
10626	en_MY	Y	Y	1.23461E3	1.23461E3	N
10627	en_MY	Y	N	1.23461E3	1.23461E3	N
10628	en_MY	Y	Y	MYR1.23461E3	MYR1.23461E3	N
10629	en_MY	Y	N	MYR1.23461E3	MYR1.23461E3	N
10630	en_MY	Y	Y	MYR12,345,678.9	MYR12,345,678.9	N
10631	en_MY	Y	N	MYR12,345,678.9	MYR12,345,678.9	N
10632	en_MY	N	N	MYR12,345,678.9	12345678.9	Y
10633	en_MY	N	Y	MYR12,345,678.9	12345678.9	Y
10634	en_MY	Y	Y	12,345,678.9	12,345,678.9	N
10635	en_MY	Y	N	12,345,678.9	12,345,678.9	N
10636	en_MY	N	N	12,345,678.9	12345678.9	Y
10637	en_MY	N	Y	12,345,678.9	12,345,678.9	N
10638	en_MY	Y	Y	MYR12,345,678.900	MYR12,345,678.900	N
10639	en_MY	Y	N	MYR12,345,678.900	MYR12,345,678.900	N
10640	en_MY	N	N	MYR12,345,678.900	12345678.9	Y
10641	en_MY	N	Y	MYR12,345,678.900	12345678.9	Y
10642	en_MY	Y	Y	12,345,678.900	12,345,678.900	N
10643	en_MY	Y	N	12,345,678.900	12,345,678.900	N
10644	en_MY	N	N	12,345,678.900	12345678.9	Y
10645	en_MY	N	Y	12,345,678.900	12,345,678.900	N
10646	en_MY	Y	Y	MYR12,345,678.90	12345678.9	Y
10647	en_MY	Y	Y	MYR12345678.90	12345678.9	Y
10648	en_MY	Y	Y	MYR12,345,678.90	12345678.9	Y
10649	en_MY	Y	Y	MYR12345678.90	12345678.9	Y
10650	en_MY	Y	Y	MYR12345678.90S	MYR12345678.90S	N
10651	en_MY	Y	Y	12,345,678.90	12,345,678.90	N
10652	en_MY	Y	N	12,345,678.90	12345678.9	Y
10653	en_MY	Y	Y	1.23456789E7	1.23456789E7	N
10654	en_MY	Y	N	1.23456789E7	1.23456789E7	N
10655	en_MY	Y	Y	MYR1.23456789E7	MYR1.23456789E7	N
10656	en_MY	Y	N	MYR1.23456789E7	MYR1.23456789E7	N
10657	en_MY	Y	Y	-MYR0.1	-MYR0.1	N
10658	en_MY	Y	N	-MYR0.1	-MYR0.1	N
10659	en_MY	N	N	-MYR0.1	-0.1	Y
10660	en_MY	N	Y	-MYR0.1	-0.1	Y
10661	en_MY	Y	Y	-0.1	-0.1	N
10662	en_MY	Y	N	-0.1	-0.1	N
10663	en_MY	N	N	-0.1	-0.1	Y
10664	en_MY	N	Y	-0.1	-0.1	N
10665	en_MY	Y	Y	-MYR0.100	-MYR0.100	N
10666	en_MY	Y	N	-MYR0.100	-MYR0.100	N
10667	en_MY	N	N	-MYR0.100	-0.1	Y
10668	en_MY	N	Y	-MYR0.100	-0.1	Y
10669	en_MY	Y	Y	-0.100	-0.100	N
10670	en_MY	Y	N	-0.100	-0.100	N
10671	en_MY	N	N	-0.100	-0.1	Y
10672	en_MY	N	Y	-0.100	-0.100	N
10673	en_MY	Y	Y	-MYR0.10	-0.1	Y
10674	en_MY	Y	Y	-MYR0.10	-0.1	Y
10675	en_MY	Y	Y	-MYR0.10S	-MYR0.10S	N
10676	en_MY	Y	Y	-0.10	-0.10	N
10677	en_MY	Y	N	-0.10	-0.1	Y
10678	en_MY	Y	Y	-MYR1E-1	-MYR1E-1	N
10679	en_MY	Y	N	-MYR1E-1	-MYR1E-1	N
10680	en_MY	Y	Y	-MYR0.0	-MYR0.0	N
10681	en_MY	Y	N	-MYR0.0	-MYR0.0	N
10682	en_MY	N	N	-MYR0.0	-0	Y
10683	en_MY	N	Y	-MYR0.0	-0	Y
10684	en_MY	Y	Y	-0.0	-0.0	N
10685	en_MY	Y	N	-0.0	-0.0	N
10686	en_MY	N	N	-0.0	-0	Y
10687	en_MY	N	Y	-0.0	-0.0	N
10688	en_MY	Y	Y	-MYR0.010	-MYR0.010	N
10689	en_MY	Y	N	-MYR0.010	-MYR0.010	N
10690	en_MY	N	N	-MYR0.010	-0.01	Y
10691	en_MY	N	Y	-MYR0.010	-0.01	Y
10692	en_MY	Y	Y	-0.010	-0.010	N
10693	en_MY	Y	N	-0.010	-0.010	N
10694	en_MY	N	N	-0.010	-0.01	Y
10695	en_MY	N	Y	-0.010	-0.010	N
10696	en_MY	Y	Y	-MYR0.01	-0.01	Y
10697	en_MY	Y	Y	-MYR0.01	-0.01	Y
10698	en_MY	Y	Y	-MYR0.01S	-MYR0.01S	N
10699	en_MY	Y	Y	-0.01	-0.01	N
10700	en_MY	Y	N	-0.01	-0.01	Y
10701	en_MY	Y	Y	-MYR1E-2	-MYR1E-2	N
10702	en_MY	Y	N	-MYR1E-2	-MYR1E-2	N
10703	en_MY	Y	Y	-MYR1,000.00	-1000	Y
10704	en_MY	Y	Y	-MYR1000.00	-1000	Y
10705	en_MY	Y	Y	-MYR1,000.00	-1000	Y
10706	en_MY	Y	Y	-MYR1000.00	-1000	Y
10707	en_MY	Y	Y	-MYR1000.00S	-MYR1000.00S	N
10708	en_MY	Y	Y	-1,000.00	-1,000.00	N
10709	en_MY	Y	N	-1,000.00	-1000	Y
10710	en_MY	Y	Y	-MYR1E3	-MYR1E3	N
10711	en_MY	Y	N	-MYR1E3	-MYR1E3	N
10712	en_MY	Y	Y	-MYR1,234.6	-MYR1,234.6	N
10713	en_MY	Y	N	-MYR1,234.6	-MYR1,234.6	N
10714	en_MY	N	N	-MYR1,234.6	-1234.6	Y
10715	en_MY	N	Y	-MYR1,234.6	-1234.6	Y
10716	en_MY	Y	Y	-1,234.6	-1,234.6	N
10717	en_MY	Y	N	-1,234.6	-1,234.6	N
10718	en_MY	N	N	-1,234.6	-1234.6	Y
10719	en_MY	N	Y	-1,234.6	-1,234.6	N
10720	en_MY	Y	Y	-MYR1,234.610	-MYR1,234.610	N
10721	en_MY	Y	N	-MYR1,234.610	-MYR1,234.610	N
10722	en_MY	N	N	-MYR1,234.610	-1234.61	Y
10723	en_MY	N	Y	-MYR1,234.610	-1234.61	Y
10724	en_MY	Y	Y	-1,234.610	-1,234.610	N
10725	en_MY	Y	N	-1,234.610	-1,234.610	N
10726	en_MY	N	N	-1,234.610	-1234.61	Y
10727	en_MY	N	Y	-1,234.610	-1,234.610	N
10728	en_MY	Y	Y	-MYR1,234.61	-1234.61	Y
10729	en_MY	Y	Y	-MYR1234.61	-1234.61	Y
10730	en_MY	Y	Y	-MYR1,234.61	-1234.61	Y
10731	en_MY	Y	Y	-MYR1234.61	-1234.61	Y
10732	en_MY	Y	Y	-MYR1234.61S	-MYR1234.61S	N
10733	en_MY	Y	Y	-1,234.61	-1,234.61	N
10734	en_MY	Y	N	-1,234.61	-1234.61	Y
10735	en_MY	Y	Y	-MYR1.23461E3	-MYR1.23461E3	N
10736	en_MY	Y	N	-MYR1.23461E3	-MYR1.23461E3	N
10737	en_MY	Y	Y	-MYR12,345,678.9	-MYR12,345,678.9	N
10738	en_MY	Y	N	-MYR12,345,678.9	-MYR12,345,678.9	N
10739	en_MY	N	N	-MYR12,345,678.9	-12345678.9	Y
10740	en_MY	N	Y	-MYR12,345,678.9	-12345678.9	Y
10741	en_MY	Y	Y	-12,345,678.9	-12,345,678.9	N
10742	en_MY	Y	N	-12,345,678.9	-12,345,678.9	N
10743	en_MY	N	N	-12,345,678.9	-12345678.9	Y
10744	en_MY	N	Y	-12,345,678.9	-12,345,678.9	N
10745	en_MY	Y	Y	-MYR12,345,678.900	-MYR12,345,678.900	N
10746	en_MY	Y	N	-MYR12,345,678.900	-MYR12,345,678.900	N
10747	en_MY	N	N	-MYR12,345,678.900	-12345678.9	Y
10748	en_MY	N	Y	-MYR12,345,678.900	-12345678.9	Y
10749	en_MY	Y	Y	-12,345,678.900	-12,345,678.900	N
10750	en_MY	Y	N	-12,345,678.900	-12,345,678.900	N
10751	en_MY	N	N	-12,345,678.900	-12345678.9	Y
10752	en_MY	N	Y	-12,345,678.900	-12,345,678.900	N
10753	en_MY	Y	Y	-MYR12,345,678.90	-12345678.9	Y
10754	en_MY	Y	Y	-MYR12345678.90	-12345678.9	Y
10755	en_MY	Y	Y	-MYR12,345,678.90	-12345678.9	Y
10756	en_MY	Y	Y	-MYR12345678.90	-12345678.9	Y
10757	en_MY	Y	Y	-MYR12345678.90S	-MYR12345678.90S	N
10758	en_MY	Y	Y	-12,345,678.90	-12,345,678.90	N
10759	en_MY	Y	N	-12,345,678.90	-12345678.9	Y
10760	en_MY	Y	Y	-MYR1.23456789E7	-MYR1.23456789E7	N
10761	en_MY	Y	N	-MYR1.23456789E7	-MYR1.23456789E7	N
10762	en_NZ	Y	Y	$0.00	0	Y
10763	en_NZ	Y	Y	NZD0.00	0	Y
10764	en_NZ	Y	Y	NZD0.00S	NZD0.00S	N
10765	en_NZ	Y	Y	0.00	0.00	N
10766	en_NZ	Y	N	0.00	0	Y
10767	en_NZ	Y	Y	0E0	0E0	N
10768	en_NZ	Y	N	0E0	0E0	N
10769	en_NZ	Y	Y	$0E0	$0E0	N
10770	en_NZ	Y	N	$0E0	$0E0	N
10771	en_NZ	Y	Y	$0.1	$0.1	N
10772	en_NZ	Y	N	$0.1	$0.1	N
10773	en_NZ	N	N	$0.1	0.1	Y
10774	en_NZ	N	Y	$0.1	0.1	Y
10775	en_NZ	Y	Y	0.1	0.1	N
10776	en_NZ	Y	N	0.1	0.1	N
10777	en_NZ	N	N	0.1	0.1	Y
10778	en_NZ	N	Y	0.1	0.1	N
10779	en_NZ	Y	Y	$0.100	$0.100	N
10780	en_NZ	Y	N	$0.100	$0.100	N
10781	en_NZ	N	N	$0.100	0.1	Y
10782	en_NZ	N	Y	$0.100	0.1	Y
10783	en_NZ	Y	Y	0.100	0.100	N
10784	en_NZ	Y	N	0.100	0.100	N
10785	en_NZ	N	N	0.100	0.1	Y
10786	en_NZ	N	Y	0.100	0.100	N
10787	en_NZ	Y	Y	$0.10	0.1	Y
10788	en_NZ	Y	Y	NZD0.10	0.1	Y
10789	en_NZ	Y	Y	NZD0.10S	NZD0.10S	N
10790	en_NZ	Y	Y	0.10	0.10	N
10791	en_NZ	Y	N	0.10	0.1	Y
10792	en_NZ	Y	Y	1E-1	1E-1	N
10793	en_NZ	Y	N	1E-1	1E-1	N
10794	en_NZ	Y	Y	$1E-1	$1E-1	N
10795	en_NZ	Y	N	$1E-1	$1E-1	N
10796	en_NZ	Y	Y	$0.0	$0.0	N
10797	en_NZ	Y	N	$0.0	$0.0	N
10798	en_NZ	N	N	$0.0	0	Y
10799	en_NZ	N	Y	$0.0	0	Y
10800	en_NZ	Y	Y	0.0	0.0	N
10801	en_NZ	Y	N	0.0	0.0	N
10802	en_NZ	N	N	0.0	0	Y
10803	en_NZ	N	Y	0.0	0.0	N
10804	en_NZ	Y	Y	$0.010	$0.010	N
10805	en_NZ	Y	N	$0.010	$0.010	N
10806	en_NZ	N	N	$0.010	0.01	Y
10807	en_NZ	N	Y	$0.010	0.01	Y
10808	en_NZ	Y	Y	0.010	0.010	N
10809	en_NZ	Y	N	0.010	0.010	N
10810	en_NZ	N	N	0.010	0.01	Y
10811	en_NZ	N	Y	0.010	0.010	N
10812	en_NZ	Y	Y	$0.01	0.01	Y
10813	en_NZ	Y	Y	NZD0.01	0.01	Y
10814	en_NZ	Y	Y	NZD0.01S	NZD0.01S	N
10815	en_NZ	Y	Y	0.01	0.01	N
10816	en_NZ	Y	N	0.01	0.01	Y
10817	en_NZ	Y	Y	1E-2	1E-2	N
10818	en_NZ	Y	N	1E-2	1E-2	N
10819	en_NZ	Y	Y	$1E-2	$1E-2	N
10820	en_NZ	Y	N	$1E-2	$1E-2	N
10821	en_NZ	Y	Y	$1,000.00	1000	Y
10822	en_NZ	Y	Y	$1000.00	1000	Y
10823	en_NZ	Y	Y	NZD1,000.00	1000	Y
10824	en_NZ	Y	Y	NZD1000.00	1000	Y
10825	en_NZ	Y	Y	NZD1000.00S	NZD1000.00S	N
10826	en_NZ	Y	Y	1,000.00	1,000.00	N
10827	en_NZ	Y	N	1,000.00	1000	Y
10828	en_NZ	Y	Y	1E3	1E3	N
10829	en_NZ	Y	N	1E3	1E3	N
10830	en_NZ	Y	Y	$1E3	$1E3	N
10831	en_NZ	Y	N	$1E3	$1E3	N
10832	en_NZ	Y	Y	$1,234.6	$1,234.6	N
10833	en_NZ	Y	N	$1,234.6	$1,234.6	N
10834	en_NZ	N	N	$1,234.6	1234.6	Y
10835	en_NZ	N	Y	$1,234.6	1234.6	Y
10836	en_NZ	Y	Y	1,234.6	1,234.6	N
10837	en_NZ	Y	N	1,234.6	1,234.6	N
10838	en_NZ	N	N	1,234.6	1234.6	Y
10839	en_NZ	N	Y	1,234.6	1,234.6	N
10840	en_NZ	Y	Y	$1,234.610	$1,234.610	N
10841	en_NZ	Y	N	$1,234.610	$1,234.610	N
10842	en_NZ	N	N	$1,234.610	1234.61	Y
10843	en_NZ	N	Y	$1,234.610	1234.61	Y
10844	en_NZ	Y	Y	1,234.610	1,234.610	N
10845	en_NZ	Y	N	1,234.610	1,234.610	N
10846	en_NZ	N	N	1,234.610	1234.61	Y
10847	en_NZ	N	Y	1,234.610	1,234.610	N
10848	en_NZ	Y	Y	$1,234.61	1234.61	Y
10849	en_NZ	Y	Y	$1234.61	1234.61	Y
10850	en_NZ	Y	Y	NZD1,234.61	1234.61	Y
10851	en_NZ	Y	Y	NZD1234.61	1234.61	Y
10852	en_NZ	Y	Y	NZD1234.61S	NZD1234.61S	N
10853	en_NZ	Y	Y	1,234.61	1,234.61	N
10854	en_NZ	Y	N	1,234.61	1234.61	Y
10855	en_NZ	Y	Y	1.23461E3	1.23461E3	N
10856	en_NZ	Y	N	1.23461E3	1.23461E3	N
10857	en_NZ	Y	Y	$1.23461E3	$1.23461E3	N
10858	en_NZ	Y	N	$1.23461E3	$1.23461E3	N
10859	en_NZ	Y	Y	$12,345,678.9	$12,345,678.9	N
10860	en_NZ	Y	N	$12,345,678.9	$12,345,678.9	N
10861	en_NZ	N	N	$12,345,678.9	12345678.9	Y
10862	en_NZ	N	Y	$12,345,678.9	12345678.9	Y
10863	en_NZ	Y	Y	12,345,678.9	12,345,678.9	N
10864	en_NZ	Y	N	12,345,678.9	12,345,678.9	N
10865	en_NZ	N	N	12,345,678.9	12345678.9	Y
10866	en_NZ	N	Y	12,345,678.9	12,345,678.9	N
10867	en_NZ	Y	Y	$12,345,678.900	$12,345,678.900	N
10868	en_NZ	Y	N	$12,345,678.900	$12,345,678.900	N
10869	en_NZ	N	N	$12,345,678.900	12345678.9	Y
10870	en_NZ	N	Y	$12,345,678.900	12345678.9	Y
10871	en_NZ	Y	Y	12,345,678.900	12,345,678.900	N
10872	en_NZ	Y	N	12,345,678.900	12,345,678.900	N
10873	en_NZ	N	N	12,345,678.900	12345678.9	Y
10874	en_NZ	N	Y	12,345,678.900	12,345,678.900	N
10875	en_NZ	Y	Y	$12,345,678.90	12345678.9	Y
10876	en_NZ	Y	Y	$12345678.90	12345678.9	Y
10877	en_NZ	Y	Y	NZD12,345,678.90	12345678.9	Y
10878	en_NZ	Y	Y	NZD12345678.90	12345678.9	Y
10879	en_NZ	Y	Y	NZD12345678.90S	NZD12345678.90S	N
10880	en_NZ	Y	Y	12,345,678.90	12,345,678.90	N
10881	en_NZ	Y	N	12,345,678.90	12345678.9	Y
10882	en_NZ	Y	Y	1.23456789E7	1.23456789E7	N
10883	en_NZ	Y	N	1.23456789E7	1.23456789E7	N
10884	en_NZ	Y	Y	$1.23456789E7	$1.23456789E7	N
10885	en_NZ	Y	N	$1.23456789E7	$1.23456789E7	N
10886	en_NZ	Y	Y	-$0.1	-$0.1	N
10887	en_NZ	Y	N	-$0.1	-$0.1	N
10888	en_NZ	N	N	-$0.1	-0.1	Y
10889	en_NZ	N	Y	-$0.1	-0.1	Y
10890	en_NZ	Y	Y	-0.1	-0.1	N
10891	en_NZ	Y	N	-0.1	-0.1	N
10892	en_NZ	N	N	-0.1	-0.1	Y
10893	en_NZ	N	Y	-0.1	-0.1	N
10894	en_NZ	Y	Y	-$0.100	-$0.100	N
10895	en_NZ	Y	N	-$0.100	-$0.100	N
10896	en_NZ	N	N	-$0.100	-0.1	Y
10897	en_NZ	N	Y	-$0.100	-0.1	Y
10898	en_NZ	Y	Y	-0.100	-0.100	N
10899	en_NZ	Y	N	-0.100	-0.100	N
10900	en_NZ	N	N	-0.100	-0.1	Y
10901	en_NZ	N	Y	-0.100	-0.100	N
10902	en_NZ	Y	Y	-$0.10	-0.1	Y
10903	en_NZ	Y	Y	-NZD0.10	-0.1	Y
10904	en_NZ	Y	Y	-NZD0.10S	-NZD0.10S	N
10905	en_NZ	Y	Y	-0.10	-0.10	N
10906	en_NZ	Y	N	-0.10	-0.1	Y
10907	en_NZ	Y	Y	-$1E-1	-$1E-1	N
10908	en_NZ	Y	N	-$1E-1	-$1E-1	N
10909	en_NZ	Y	Y	-$0.0	-$0.0	N
10910	en_NZ	Y	N	-$0.0	-$0.0	N
10911	en_NZ	N	N	-$0.0	-0	Y
10912	en_NZ	N	Y	-$0.0	-0	Y
10913	en_NZ	Y	Y	-0.0	-0.0	N
10914	en_NZ	Y	N	-0.0	-0.0	N
10915	en_NZ	N	N	-0.0	-0	Y
10916	en_NZ	N	Y	-0.0	-0.0	N
10917	en_NZ	Y	Y	-$0.010	-$0.010	N
10918	en_NZ	Y	N	-$0.010	-$0.010	N
10919	en_NZ	N	N	-$0.010	-0.01	Y
10920	en_NZ	N	Y	-$0.010	-0.01	Y
10921	en_NZ	Y	Y	-0.010	-0.010	N
10922	en_NZ	Y	N	-0.010	-0.010	N
10923	en_NZ	N	N	-0.010	-0.01	Y
10924	en_NZ	N	Y	-0.010	-0.010	N
10925	en_NZ	Y	Y	-$0.01	-0.01	Y
10926	en_NZ	Y	Y	-NZD0.01	-0.01	Y
10927	en_NZ	Y	Y	-NZD0.01S	-NZD0.01S	N
10928	en_NZ	Y	Y	-0.01	-0.01	N
10929	en_NZ	Y	N	-0.01	-0.01	Y
10930	en_NZ	Y	Y	-$1E-2	-$1E-2	N
10931	en_NZ	Y	N	-$1E-2	-$1E-2	N
10932	en_NZ	Y	Y	-$1,000.00	-1000	Y
10933	en_NZ	Y	Y	-$1000.00	-1000	Y
10934	en_NZ	Y	Y	-NZD1,000.00	-1000	Y
10935	en_NZ	Y	Y	-NZD1000.00	-1000	Y
10936	en_NZ	Y	Y	-NZD1000.00S	-NZD1000.00S	N
10937	en_NZ	Y	Y	-1,000.00	-1,000.00	N
10938	en_NZ	Y	N	-1,000.00	-1000	Y
10939	en_NZ	Y	Y	-$1E3	-$1E3	N
10940	en_NZ	Y	N	-$1E3	-$1E3	N
10941	en_NZ	Y	Y	-$1,234.6	-$1,234.6	N
10942	en_NZ	Y	N	-$1,234.6	-$1,234.6	N
10943	en_NZ	N	N	-$1,234.6	-1234.6	Y
10944	en_NZ	N	Y	-$1,234.6	-1234.6	Y
10945	en_NZ	Y	Y	-1,234.6	-1,234.6	N
10946	en_NZ	Y	N	-1,234.6	-1,234.6	N
10947	en_NZ	N	N	-1,234.6	-1234.6	Y
10948	en_NZ	N	Y	-1,234.6	-1,234.6	N
10949	en_NZ	Y	Y	-$1,234.610	-$1,234.610	N
10950	en_NZ	Y	N	-$1,234.610	-$1,234.610	N
10951	en_NZ	N	N	-$1,234.610	-1234.61	Y
10952	en_NZ	N	Y	-$1,234.610	-1234.61	Y
10953	en_NZ	Y	Y	-1,234.610	-1,234.610	N
10954	en_NZ	Y	N	-1,234.610	-1,234.610	N
10955	en_NZ	N	N	-1,234.610	-1234.61	Y
10956	en_NZ	N	Y	-1,234.610	-1,234.610	N
10957	en_NZ	Y	Y	-$1,234.61	-1234.61	Y
10958	en_NZ	Y	Y	-$1234.61	-1234.61	Y
10959	en_NZ	Y	Y	-NZD1,234.61	-1234.61	Y
10960	en_NZ	Y	Y	-NZD1234.61	-1234.61	Y
10961	en_NZ	Y	Y	-NZD1234.61S	-NZD1234.61S	N
10962	en_NZ	Y	Y	-1,234.61	-1,234.61	N
10963	en_NZ	Y	N	-1,234.61	-1234.61	Y
10964	en_NZ	Y	Y	-$1.23461E3	-$1.23461E3	N
10965	en_NZ	Y	N	-$1.23461E3	-$1.23461E3	N
10966	en_NZ	Y	Y	-$12,345,678.9	-$12,345,678.9	N
10967	en_NZ	Y	N	-$12,345,678.9	-$12,345,678.9	N
10968	en_NZ	N	N	-$12,345,678.9	-12345678.9	Y
10969	en_NZ	N	Y	-$12,345,678.9	-12345678.9	Y
10970	en_NZ	Y	Y	-12,345,678.9	-12,345,678.9	N
10971	en_NZ	Y	N	-12,345,678.9	-12,345,678.9	N
10972	en_NZ	N	N	-12,345,678.9	-12345678.9	Y
10973	en_NZ	N	Y	-12,345,678.9	-12,345,678.9	N
10974	en_NZ	Y	Y	-$12,345,678.900	-$12,345,678.900	N
10975	en_NZ	Y	N	-$12,345,678.900	-$12,345,678.900	N
10976	en_NZ	N	N	-$12,345,678.900	-12345678.9	Y
10977	en_NZ	N	Y	-$12,345,678.900	-12345678.9	Y
10978	en_NZ	Y	Y	-12,345,678.900	-12,345,678.900	N
10979	en_NZ	Y	N	-12,345,678.900	-12,345,678.900	N
10980	en_NZ	N	N	-12,345,678.900	-12345678.9	Y
10981	en_NZ	N	Y	-12,345,678.900	-12,345,678.900	N
10982	en_NZ	Y	Y	-$12,345,678.90	-12345678.9	Y
10983	en_NZ	Y	Y	-$12345678.90	-12345678.9	Y
10984	en_NZ	Y	Y	-NZD12,345,678.90	-12345678.9	Y
10985	en_NZ	Y	Y	-NZD12345678.90	-12345678.9	Y
10986	en_NZ	Y	Y	-NZD12345678.90S	-NZD12345678.90S	N
10987	en_NZ	Y	Y	-12,345,678.90	-12,345,678.90	N
10988	en_NZ	Y	N	-12,345,678.90	-12345678.9	Y
10989	en_NZ	Y	Y	-$1.23456789E7	-$1.23456789E7	N
10990	en_NZ	Y	N	-$1.23456789E7	-$1.23456789E7	N
10991	en_PH	Y	Y	₱0.00	0	Y
10992	en_PH	Y	Y	PHP0.00	0	Y
10993	en_PH	Y	Y	PHP0.00S	PHP0.00S	N
10994	en_PH	Y	Y	0.00	0.00	N
10995	en_PH	Y	N	0.00	0	Y
10996	en_PH	Y	Y	0E0	0E0	N
10997	en_PH	Y	N	0E0	0E0	N
10998	en_PH	Y	Y	₱0E0	₱0E0	N
10999	en_PH	Y	N	₱0E0	₱0E0	N
11000	en_PH	Y	Y	₱0.1	₱0.1	N
11001	en_PH	Y	N	₱0.1	₱0.1	N
11002	en_PH	N	N	₱0.1	0.1	Y
11003	en_PH	N	Y	₱0.1	0.1	Y
11004	en_PH	Y	Y	0.1	0.1	N
11005	en_PH	Y	N	0.1	0.1	N
11006	en_PH	N	N	0.1	0.1	Y
11007	en_PH	N	Y	0.1	0.1	N
11008	en_PH	Y	Y	₱0.100	₱0.100	N
11009	en_PH	Y	N	₱0.100	₱0.100	N
11010	en_PH	N	N	₱0.100	0.1	Y
11011	en_PH	N	Y	₱0.100	0.1	Y
11012	en_PH	Y	Y	0.100	0.100	N
11013	en_PH	Y	N	0.100	0.100	N
11014	en_PH	N	N	0.100	0.1	Y
11015	en_PH	N	Y	0.100	0.100	N
11016	en_PH	Y	Y	₱0.10	0.1	Y
11017	en_PH	Y	Y	PHP0.10	0.1	Y
11018	en_PH	Y	Y	PHP0.10S	PHP0.10S	N
11019	en_PH	Y	Y	0.10	0.10	N
11020	en_PH	Y	N	0.10	0.1	Y
11021	en_PH	Y	Y	1E-1	1E-1	N
11022	en_PH	Y	N	1E-1	1E-1	N
11023	en_PH	Y	Y	₱1E-1	₱1E-1	N
11024	en_PH	Y	N	₱1E-1	₱1E-1	N
11025	en_PH	Y	Y	₱0.0	₱0.0	N
11026	en_PH	Y	N	₱0.0	₱0.0	N
11027	en_PH	N	N	₱0.0	0	Y
11028	en_PH	N	Y	₱0.0	0	Y
11029	en_PH	Y	Y	0.0	0.0	N
11030	en_PH	Y	N	0.0	0.0	N
11031	en_PH	N	N	0.0	0	Y
11032	en_PH	N	Y	0.0	0.0	N
11033	en_PH	Y	Y	₱0.010	₱0.010	N
11034	en_PH	Y	N	₱0.010	₱0.010	N
11035	en_PH	N	N	₱0.010	0.01	Y
11036	en_PH	N	Y	₱0.010	0.01	Y
11037	en_PH	Y	Y	0.010	0.010	N
11038	en_PH	Y	N	0.010	0.010	N
11039	en_PH	N	N	0.010	0.01	Y
11040	en_PH	N	Y	0.010	0.010	N
11041	en_PH	Y	Y	₱0.01	0.01	Y
11042	en_PH	Y	Y	PHP0.01	0.01	Y
11043	en_PH	Y	Y	PHP0.01S	PHP0.01S	N
11044	en_PH	Y	Y	0.01	0.01	N
11045	en_PH	Y	N	0.01	0.01	Y
11046	en_PH	Y	Y	1E-2	1E-2	N
11047	en_PH	Y	N	1E-2	1E-2	N
11048	en_PH	Y	Y	₱1E-2	₱1E-2	N
11049	en_PH	Y	N	₱1E-2	₱1E-2	N
11050	en_PH	Y	Y	₱1,000.00	1000	Y
11051	en_PH	Y	Y	₱1000.00	1000	Y
11052	en_PH	Y	Y	PHP1,000.00	1000	Y
11053	en_PH	Y	Y	PHP1000.00	1000	Y
11054	en_PH	Y	Y	PHP1000.00S	PHP1000.00S	N
11055	en_PH	Y	Y	1,000.00	1,000.00	N
11056	en_PH	Y	N	1,000.00	1000	Y
11057	en_PH	Y	Y	1E3	1E3	N
11058	en_PH	Y	N	1E3	1E3	N
11059	en_PH	Y	Y	₱1E3	₱1E3	N
11060	en_PH	Y	N	₱1E3	₱1E3	N
11061	en_PH	Y	Y	₱1,234.6	₱1,234.6	N
11062	en_PH	Y	N	₱1,234.6	₱1,234.6	N
11063	en_PH	N	N	₱1,234.6	1234.6	Y
11064	en_PH	N	Y	₱1,234.6	1234.6	Y
11065	en_PH	Y	Y	1,234.6	1,234.6	N
11066	en_PH	Y	N	1,234.6	1,234.6	N
11067	en_PH	N	N	1,234.6	1234.6	Y
11068	en_PH	N	Y	1,234.6	1,234.6	N
11069	en_PH	Y	Y	₱1,234.610	₱1,234.610	N
11070	en_PH	Y	N	₱1,234.610	₱1,234.610	N
